"X","person_id","offer_id","spent_amount","reward_paid","time","gender","age","became_member_on","income","profile_number","cluster"
3477,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,2.9,NA,318,NA,118,20171011,NA,11025,2
3478,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,1.06,NA,354,NA,118,20171011,NA,11025,2
3479,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,1.56,NA,366,NA,118,20171011,NA,11025,2
3480,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,5.14,NA,372,NA,118,20171011,NA,11025,2
3481,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,3.25,NA,378,NA,118,20171011,NA,11025,2
3482,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,1.24,NA,384,NA,118,20171011,NA,11025,2
3483,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,1.01,NA,516,NA,118,20171011,NA,11025,2
3484,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,1.28,NA,522,NA,118,20171011,NA,11025,2
3485,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,3.52,NA,558,NA,118,20171011,NA,11025,2
3486,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,1.03,NA,576,NA,118,20171011,NA,11025,2
3487,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,0.47,NA,660,NA,118,20171011,NA,11025,2
3488,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,0.78,NA,666,NA,118,20171011,NA,11025,2
3489,"3df2d3180bcd4876a3abb7035a3bcb5d",NA,0.06,NA,702,NA,118,20171011,NA,11025,2
3490,"3df7d9de211f4295aa4777bb0c20516b",NA,0.45,NA,240,NA,118,20160919,NA,3099,1
3491,"3df7d9de211f4295aa4777bb0c20516b",NA,0.46,NA,264,NA,118,20160919,NA,3099,1
3492,"3df7d9de211f4295aa4777bb0c20516b",NA,0.23,NA,318,NA,118,20160919,NA,3099,1
3493,"3df7d9de211f4295aa4777bb0c20516b",NA,10.44,NA,366,NA,118,20160919,NA,3099,1
3494,"3df7d9de211f4295aa4777bb0c20516b",NA,1.41,NA,492,NA,118,20160919,NA,3099,1
3495,"3df7d9de211f4295aa4777bb0c20516b",NA,0.11,NA,540,NA,118,20160919,NA,3099,1
3496,"3df7d9de211f4295aa4777bb0c20516b",NA,3.46,NA,606,NA,118,20160919,NA,3099,1
3497,"3e193daf33dd4b809a90d90d0820ab0e",NA,1.75,NA,168,NA,118,20160526,NA,15291,1
3498,"3e193daf33dd4b809a90d90d0820ab0e",NA,1.27,NA,204,NA,118,20160526,NA,15291,1
3499,"3e193daf33dd4b809a90d90d0820ab0e",NA,3.23,NA,432,NA,118,20160526,NA,15291,1
3500,"3e193daf33dd4b809a90d90d0820ab0e",NA,3.25,NA,450,NA,118,20160526,NA,15291,1
3501,"3e193daf33dd4b809a90d90d0820ab0e",NA,3.24,NA,522,NA,118,20160526,NA,15291,1
3502,"3eb6aded21df4dcda69ba084c3dab2eb",NA,0.74,NA,18,NA,118,20160503,NA,11549,1
3503,"3eb6aded21df4dcda69ba084c3dab2eb",NA,1.53,NA,48,NA,118,20160503,NA,11549,1
3504,"3eb6aded21df4dcda69ba084c3dab2eb",NA,0.58,NA,174,NA,118,20160503,NA,11549,1
3505,"3eb6aded21df4dcda69ba084c3dab2eb",NA,2.62,NA,198,NA,118,20160503,NA,11549,1
3506,"3eb6aded21df4dcda69ba084c3dab2eb",NA,6.76,NA,234,NA,118,20160503,NA,11549,1
3507,"3eb6aded21df4dcda69ba084c3dab2eb",NA,1.64,NA,510,NA,118,20160503,NA,11549,1
3508,"3eb6aded21df4dcda69ba084c3dab2eb",NA,1.24,NA,558,NA,118,20160503,NA,11549,1
3509,"3eb6aded21df4dcda69ba084c3dab2eb",NA,2.91,NA,600,NA,118,20160503,NA,11549,1
3510,"3eb6aded21df4dcda69ba084c3dab2eb",NA,3.57,NA,660,NA,118,20160503,NA,11549,1
3511,"3eb6aded21df4dcda69ba084c3dab2eb",NA,0.29,NA,690,NA,118,20160503,NA,11549,1
3512,"3ebc60e3aaaa41039128482c7296da53",NA,2.73,NA,18,NA,118,20170207,NA,3837,4
3513,"3ebc60e3aaaa41039128482c7296da53",NA,3.42,NA,24,NA,118,20170207,NA,3837,4
3514,"3ebc60e3aaaa41039128482c7296da53",NA,0.62,NA,30,NA,118,20170207,NA,3837,4
3515,"3ebc60e3aaaa41039128482c7296da53",NA,2.15,NA,36,NA,118,20170207,NA,3837,4
3516,"3ebc60e3aaaa41039128482c7296da53",NA,2.65,NA,108,NA,118,20170207,NA,3837,4
3517,"3ebc60e3aaaa41039128482c7296da53",NA,8.27,NA,126,NA,118,20170207,NA,3837,4
3518,"3ebc60e3aaaa41039128482c7296da53",NA,0.65,NA,132,NA,118,20170207,NA,3837,4
3519,"3ebc60e3aaaa41039128482c7296da53",NA,1.43,NA,168,NA,118,20170207,NA,3837,4
3520,"3ebc60e3aaaa41039128482c7296da53",NA,1.24,NA,186,NA,118,20170207,NA,3837,4
3521,"3ebc60e3aaaa41039128482c7296da53",NA,0.14,NA,234,NA,118,20170207,NA,3837,4
3522,"3ebc60e3aaaa41039128482c7296da53",NA,0.76,NA,360,NA,118,20170207,NA,3837,4
3523,"3ebc60e3aaaa41039128482c7296da53",NA,2.79,NA,396,NA,118,20170207,NA,3837,4
3524,"3ebc60e3aaaa41039128482c7296da53",NA,0.05,NA,408,NA,118,20170207,NA,3837,4
3525,"3ebc60e3aaaa41039128482c7296da53",NA,2.23,NA,456,NA,118,20170207,NA,3837,4
3526,"3ebc60e3aaaa41039128482c7296da53",NA,5.31,NA,534,NA,118,20170207,NA,3837,4
3527,"3ebc60e3aaaa41039128482c7296da53",NA,0.98,NA,570,NA,118,20170207,NA,3837,4
3528,"3ebc60e3aaaa41039128482c7296da53",NA,1.79,NA,618,NA,118,20170207,NA,3837,4
3529,"3ebc60e3aaaa41039128482c7296da53",NA,4,NA,666,NA,118,20170207,NA,3837,4
3530,"3ebc60e3aaaa41039128482c7296da53",NA,1.46,NA,714,NA,118,20170207,NA,3837,4
3531,"3f485c1653a24d879f5e57a1e33e0b99",NA,1.02,NA,78,NA,118,20180426,NA,8285,4
3532,"3f485c1653a24d879f5e57a1e33e0b99",NA,0.88,NA,174,NA,118,20180426,NA,8285,4
3533,"3f485c1653a24d879f5e57a1e33e0b99",NA,1.56,NA,216,NA,118,20180426,NA,8285,4
3534,"3f485c1653a24d879f5e57a1e33e0b99",NA,2.68,NA,570,NA,118,20180426,NA,8285,4
3535,"3f485c1653a24d879f5e57a1e33e0b99",NA,10.08,NA,702,NA,118,20180426,NA,8285,4
3536,"3f6db5f2f5054f639396afc68b59fc9d",NA,3.87,NA,180,NA,118,20150901,NA,13378,3
3537,"3f6db5f2f5054f639396afc68b59fc9d",NA,0.58,NA,240,NA,118,20150901,NA,13378,3
3538,"3f6db5f2f5054f639396afc68b59fc9d",NA,11.36,NA,252,NA,118,20150901,NA,13378,3
3539,"3f6db5f2f5054f639396afc68b59fc9d",NA,4,NA,258,NA,118,20150901,NA,13378,3
3540,"3f6db5f2f5054f639396afc68b59fc9d",NA,1.39,NA,282,NA,118,20150901,NA,13378,3
3541,"3f6db5f2f5054f639396afc68b59fc9d",NA,3.23,NA,444,NA,118,20150901,NA,13378,3
3542,"3f6db5f2f5054f639396afc68b59fc9d",NA,0.45,NA,540,NA,118,20150901,NA,13378,3
3543,"3f6db5f2f5054f639396afc68b59fc9d",NA,1.04,NA,618,NA,118,20150901,NA,13378,3
3544,"3f6db5f2f5054f639396afc68b59fc9d",NA,1.37,NA,642,NA,118,20150901,NA,13378,3
3545,"3f6db5f2f5054f639396afc68b59fc9d",NA,0.22,NA,702,NA,118,20150901,NA,13378,3
3546,"3f7ac208f7e844cab207ceb8e42177ba",NA,0.23,NA,0,NA,118,20180508,NA,2676,4
3547,"3f7ac208f7e844cab207ceb8e42177ba",NA,5.15,NA,90,NA,118,20180508,NA,2676,4
3548,"3f7ac208f7e844cab207ceb8e42177ba",NA,3.47,NA,156,NA,118,20180508,NA,2676,4
3549,"3f7ac208f7e844cab207ceb8e42177ba",NA,0.88,NA,636,NA,118,20180508,NA,2676,4
3550,"3f7ac208f7e844cab207ceb8e42177ba",NA,1.16,NA,642,NA,118,20180508,NA,2676,4
3551,"3f7ac208f7e844cab207ceb8e42177ba",NA,2.36,NA,696,NA,118,20180508,NA,2676,4
3552,"3f8b8ce1768d427588f442776e989b1e",NA,4.91,NA,48,NA,118,20150812,NA,1382,3
3553,"3f8b8ce1768d427588f442776e989b1e",NA,0.42,NA,54,NA,118,20150812,NA,1382,3
3554,"3f8b8ce1768d427588f442776e989b1e",NA,0.44,NA,156,NA,118,20150812,NA,1382,3
3555,"3f8b8ce1768d427588f442776e989b1e",NA,0.55,NA,222,NA,118,20150812,NA,1382,3
3556,"3f8b8ce1768d427588f442776e989b1e",NA,3.77,NA,354,NA,118,20150812,NA,1382,3
3557,"3f8b8ce1768d427588f442776e989b1e",NA,10.87,NA,420,NA,118,20150812,NA,1382,3
3558,"3f8b8ce1768d427588f442776e989b1e",NA,0.83,NA,540,NA,118,20150812,NA,1382,3
3559,"3f8b8ce1768d427588f442776e989b1e",NA,0.75,NA,600,NA,118,20150812,NA,1382,3
3560,"3f8b8ce1768d427588f442776e989b1e",NA,0.18,NA,636,NA,118,20150812,NA,1382,3
3561,"3f8b8ce1768d427588f442776e989b1e",NA,1.12,NA,654,NA,118,20150812,NA,1382,3
3562,"3f8e7c0539114da19f91e39d11746024",NA,5.16,NA,30,NA,118,20171220,NA,15753,2
3563,"3f8e7c0539114da19f91e39d11746024",NA,9.41,NA,60,NA,118,20171220,NA,15753,2
3564,"3f8e7c0539114da19f91e39d11746024",NA,1.06,NA,66,NA,118,20171220,NA,15753,2
3565,"3f8e7c0539114da19f91e39d11746024",NA,0.57,NA,102,NA,118,20171220,NA,15753,2
3566,"3f8e7c0539114da19f91e39d11746024",NA,0.85,NA,258,NA,118,20171220,NA,15753,2
3567,"3f8e7c0539114da19f91e39d11746024",NA,1.06,NA,288,NA,118,20171220,NA,15753,2
3568,"3f8e7c0539114da19f91e39d11746024",NA,5.6,NA,294,NA,118,20171220,NA,15753,2
3569,"3f8e7c0539114da19f91e39d11746024",NA,3.41,NA,480,NA,118,20171220,NA,15753,2
3570,"3f8e7c0539114da19f91e39d11746024",NA,3.67,NA,510,NA,118,20171220,NA,15753,2
3571,"3f8e7c0539114da19f91e39d11746024",NA,2.4,NA,690,NA,118,20171220,NA,15753,2
3572,"3f935f28934b4151b6b7aadcb10c7a2b",NA,3.8,NA,408,NA,118,20151113,NA,10571,3
3573,"3f935f28934b4151b6b7aadcb10c7a2b",NA,2.92,NA,522,NA,118,20151113,NA,10571,3
3574,"3f935f28934b4151b6b7aadcb10c7a2b",NA,0.27,NA,576,NA,118,20151113,NA,10571,3
3575,"3f935f28934b4151b6b7aadcb10c7a2b",NA,0.95,NA,624,NA,118,20151113,NA,10571,3
3576,"3f935f28934b4151b6b7aadcb10c7a2b",NA,5.52,NA,630,NA,118,20151113,NA,10571,3
3577,"3f9fa22178894f38beed3d7b0efbe405",NA,1,NA,294,NA,118,20171016,NA,3434,4
3578,"3f9fa22178894f38beed3d7b0efbe405",NA,0.59,NA,366,NA,118,20171016,NA,3434,4
3579,"3f9fa22178894f38beed3d7b0efbe405",NA,2.9,NA,504,NA,118,20171016,NA,3434,4
3580,"3f9fa22178894f38beed3d7b0efbe405",NA,0.73,NA,624,NA,118,20171016,NA,3434,4
3581,"3f9fa22178894f38beed3d7b0efbe405",NA,2.85,NA,636,NA,118,20171016,NA,3434,4
3582,"3f9ffd2f4d14467b8aada5f88ed06c10",NA,0.7,NA,240,NA,118,20150801,NA,3968,3
3583,"3f9ffd2f4d14467b8aada5f88ed06c10",NA,1.43,NA,258,NA,118,20150801,NA,3968,3
3584,"3f9ffd2f4d14467b8aada5f88ed06c10",NA,2.34,NA,294,NA,118,20150801,NA,3968,3
3585,"3f9ffd2f4d14467b8aada5f88ed06c10",NA,6.27,NA,318,NA,118,20150801,NA,3968,3
3586,"3f9ffd2f4d14467b8aada5f88ed06c10",NA,1.8,NA,420,NA,118,20150801,NA,3968,3
3587,"3f9ffd2f4d14467b8aada5f88ed06c10",NA,2.43,NA,570,NA,118,20150801,NA,3968,3
3588,"3ff4085055214b61b9d18c4d548165d1",NA,2.44,NA,174,NA,118,20180217,NA,13531,2
3589,"3ff4085055214b61b9d18c4d548165d1",NA,0.9,NA,288,NA,118,20180217,NA,13531,2
3590,"3ff4085055214b61b9d18c4d548165d1",NA,0.51,NA,630,NA,118,20180217,NA,13531,2
3591,"4002a1ee12b846c8aa9230fccff3f59a",NA,3.67,NA,42,NA,118,20160308,NA,11214,1
3592,"4002a1ee12b846c8aa9230fccff3f59a",NA,0.16,NA,54,NA,118,20160308,NA,11214,1
3593,"4002a1ee12b846c8aa9230fccff3f59a",NA,4.37,NA,60,NA,118,20160308,NA,11214,1
3594,"4002a1ee12b846c8aa9230fccff3f59a",NA,1.71,NA,102,NA,118,20160308,NA,11214,1
3595,"4002a1ee12b846c8aa9230fccff3f59a",NA,0.06,NA,114,NA,118,20160308,NA,11214,1
3596,"4002a1ee12b846c8aa9230fccff3f59a",NA,2.08,NA,270,NA,118,20160308,NA,11214,1
3597,"4002a1ee12b846c8aa9230fccff3f59a",NA,0.3,NA,300,NA,118,20160308,NA,11214,1
3598,"4002a1ee12b846c8aa9230fccff3f59a",NA,0.29,NA,432,NA,118,20160308,NA,11214,1
3599,"4002a1ee12b846c8aa9230fccff3f59a",NA,4.83,NA,522,NA,118,20160308,NA,11214,1
3600,"4002a1ee12b846c8aa9230fccff3f59a",NA,3.67,NA,576,NA,118,20160308,NA,11214,1
3601,"4002a1ee12b846c8aa9230fccff3f59a",NA,0.07,NA,582,NA,118,20160308,NA,11214,1
3602,"4002a1ee12b846c8aa9230fccff3f59a",NA,1.68,NA,618,NA,118,20160308,NA,11214,1
3603,"4004ab48104f402aa580c53b4d09d9dd",NA,2.4,NA,0,NA,118,20161202,NA,10353,1
3604,"4004ab48104f402aa580c53b4d09d9dd",NA,3.3,NA,48,NA,118,20161202,NA,10353,1
3605,"4004ab48104f402aa580c53b4d09d9dd",NA,4.51,NA,132,NA,118,20161202,NA,10353,1
3606,"4004ab48104f402aa580c53b4d09d9dd",NA,2.45,NA,228,NA,118,20161202,NA,10353,1
3607,"4004ab48104f402aa580c53b4d09d9dd",NA,2.43,NA,240,NA,118,20161202,NA,10353,1
3608,"4004ab48104f402aa580c53b4d09d9dd",NA,1.63,NA,288,NA,118,20161202,NA,10353,1
3609,"4004ab48104f402aa580c53b4d09d9dd",NA,4.63,NA,426,NA,118,20161202,NA,10353,1
3610,"4004ab48104f402aa580c53b4d09d9dd",NA,0.74,NA,522,NA,118,20161202,NA,10353,1
3611,"4004ab48104f402aa580c53b4d09d9dd",NA,1.55,NA,546,NA,118,20161202,NA,10353,1
3612,"4004ab48104f402aa580c53b4d09d9dd",NA,0.69,NA,606,NA,118,20161202,NA,10353,1
3613,"4004ab48104f402aa580c53b4d09d9dd",NA,1.19,NA,648,NA,118,20161202,NA,10353,1
3614,"4004ab48104f402aa580c53b4d09d9dd",NA,0.07,NA,684,NA,118,20161202,NA,10353,1
3615,"401540c42ab34de1b873b34bf46e9149",NA,4.97,NA,24,NA,118,20150905,NA,1585,3
3616,"401540c42ab34de1b873b34bf46e9149",NA,0.65,NA,36,NA,118,20150905,NA,1585,3
3617,"401540c42ab34de1b873b34bf46e9149",NA,0.29,NA,84,NA,118,20150905,NA,1585,3
3618,"401540c42ab34de1b873b34bf46e9149",NA,6.83,NA,132,NA,118,20150905,NA,1585,3
3619,"401540c42ab34de1b873b34bf46e9149",NA,0.33,NA,180,NA,118,20150905,NA,1585,3
3620,"401540c42ab34de1b873b34bf46e9149",NA,1.05,NA,210,NA,118,20150905,NA,1585,3
3621,"401540c42ab34de1b873b34bf46e9149",NA,0.17,NA,234,NA,118,20150905,NA,1585,3
3622,"401540c42ab34de1b873b34bf46e9149",NA,2.84,NA,240,NA,118,20150905,NA,1585,3
3623,"401540c42ab34de1b873b34bf46e9149",NA,2.34,NA,282,NA,118,20150905,NA,1585,3
3624,"401540c42ab34de1b873b34bf46e9149",NA,6.79,NA,444,NA,118,20150905,NA,1585,3
3625,"401540c42ab34de1b873b34bf46e9149",NA,0.21,NA,462,NA,118,20150905,NA,1585,3
3626,"401540c42ab34de1b873b34bf46e9149",NA,0.99,NA,486,NA,118,20150905,NA,1585,3
3627,"401540c42ab34de1b873b34bf46e9149",NA,0.73,NA,492,NA,118,20150905,NA,1585,3
3628,"401540c42ab34de1b873b34bf46e9149",NA,2.93,NA,546,NA,118,20150905,NA,1585,3
3629,"401540c42ab34de1b873b34bf46e9149",NA,0.09,NA,570,NA,118,20150905,NA,1585,3
3630,"401540c42ab34de1b873b34bf46e9149",NA,0.68,NA,654,NA,118,20150905,NA,1585,3
3631,"40350eec33374b368e7f19700958efc0",NA,1.39,NA,150,NA,118,20171023,NA,13138,2
3632,"40350eec33374b368e7f19700958efc0",NA,1.19,NA,582,NA,118,20171023,NA,13138,2
3633,"405abb415d4b44379feec2185f49cee3",NA,0.73,NA,102,NA,118,20130824,NA,2797,3
3634,"405abb415d4b44379feec2185f49cee3",NA,0.27,NA,246,NA,118,20130824,NA,2797,3
3635,"405abb415d4b44379feec2185f49cee3",NA,2.98,NA,330,NA,118,20130824,NA,2797,3
3636,"405abb415d4b44379feec2185f49cee3",NA,2.6,NA,378,NA,118,20130824,NA,2797,3
3637,"405abb415d4b44379feec2185f49cee3",NA,3.55,NA,420,NA,118,20130824,NA,2797,3
3638,"405abb415d4b44379feec2185f49cee3",NA,0.28,NA,498,NA,118,20130824,NA,2797,3
3639,"405abb415d4b44379feec2185f49cee3",NA,0.77,NA,516,NA,118,20130824,NA,2797,3
3640,"405abb415d4b44379feec2185f49cee3",NA,2.98,NA,552,NA,118,20130824,NA,2797,3
3641,"405abb415d4b44379feec2185f49cee3",NA,1.36,NA,600,NA,118,20130824,NA,2797,3
3642,"405abb415d4b44379feec2185f49cee3",NA,1.16,NA,666,NA,118,20130824,NA,2797,3
3643,"405abb415d4b44379feec2185f49cee3",NA,2.85,NA,696,NA,118,20130824,NA,2797,3
3644,"4078608e9fe649918845fdb162bdb094",NA,0.52,NA,12,NA,118,20180221,NA,9311,2
3645,"4078608e9fe649918845fdb162bdb094",NA,6.28,NA,210,NA,118,20180221,NA,9311,2
3646,"4078608e9fe649918845fdb162bdb094",NA,1.21,NA,630,NA,118,20180221,NA,9311,2
3647,"408574b846484c9f97f458b678a01a0e",NA,0.18,NA,48,NA,118,20151207,NA,1779,3
3648,"408574b846484c9f97f458b678a01a0e",NA,9.88,NA,312,NA,118,20151207,NA,1779,3
3649,"408574b846484c9f97f458b678a01a0e",NA,0.25,NA,414,NA,118,20151207,NA,1779,3
3650,"408574b846484c9f97f458b678a01a0e",NA,1.04,NA,492,NA,118,20151207,NA,1779,3
3651,"408574b846484c9f97f458b678a01a0e",NA,2.77,NA,552,NA,118,20151207,NA,1779,3
3652,"408574b846484c9f97f458b678a01a0e",NA,2.93,NA,564,NA,118,20151207,NA,1779,3
3653,"408574b846484c9f97f458b678a01a0e",NA,0.85,NA,594,NA,118,20151207,NA,1779,3
3654,"408574b846484c9f97f458b678a01a0e",NA,4.65,NA,672,NA,118,20151207,NA,1779,3
3655,"409e23b7a2dd4359a79303fe3898d9a9",NA,4.99,NA,84,NA,118,20180613,NA,1376,4
3656,"409e23b7a2dd4359a79303fe3898d9a9",NA,5.27,NA,450,NA,118,20180613,NA,1376,4
3657,"409e23b7a2dd4359a79303fe3898d9a9",NA,0.23,NA,486,NA,118,20180613,NA,1376,4
3658,"409e23b7a2dd4359a79303fe3898d9a9",NA,1.35,NA,540,NA,118,20180613,NA,1376,4
3659,"40a1358e6ff240739e72a0c39c9ecdbd",NA,0.05,NA,24,NA,118,20180225,NA,15448,2
3660,"40a1358e6ff240739e72a0c39c9ecdbd",NA,2.54,NA,144,NA,118,20180225,NA,15448,2
3661,"40a1358e6ff240739e72a0c39c9ecdbd",NA,1.71,NA,276,NA,118,20180225,NA,15448,2
3662,"40a1358e6ff240739e72a0c39c9ecdbd",NA,2.66,NA,366,NA,118,20180225,NA,15448,2
3663,"40a1358e6ff240739e72a0c39c9ecdbd",NA,3.01,NA,456,NA,118,20180225,NA,15448,2
3664,"40a1358e6ff240739e72a0c39c9ecdbd",NA,3.98,NA,594,NA,118,20180225,NA,15448,2
3665,"40abb553ffed4b1aa69d65c96fc0d5a8",NA,2.27,NA,354,NA,118,20170826,NA,16298,2
3666,"40abb553ffed4b1aa69d65c96fc0d5a8",NA,2.96,NA,378,NA,118,20170826,NA,16298,2
3667,"40abb553ffed4b1aa69d65c96fc0d5a8",NA,4.41,NA,438,NA,118,20170826,NA,16298,2
3668,"40abb553ffed4b1aa69d65c96fc0d5a8",NA,2.54,NA,648,NA,118,20170826,NA,16298,2
3669,"40bb82c9ab8741da80a8b1c00758b2d4",NA,0.27,NA,24,NA,118,20171012,NA,15013,2
3670,"40bb82c9ab8741da80a8b1c00758b2d4",NA,3.42,NA,180,NA,118,20171012,NA,15013,2
3671,"40bb82c9ab8741da80a8b1c00758b2d4",NA,6.47,NA,258,NA,118,20171012,NA,15013,2
3672,"40bb82c9ab8741da80a8b1c00758b2d4",NA,0.43,NA,444,NA,118,20171012,NA,15013,2
3673,"40bb82c9ab8741da80a8b1c00758b2d4",NA,0.5,NA,648,NA,118,20171012,NA,15013,2
3674,"412b0e6652aa497ab9925526c98510f1",NA,0.22,NA,36,NA,118,20170425,NA,9762,2
3675,"412b0e6652aa497ab9925526c98510f1",NA,4.94,NA,66,NA,118,20170425,NA,9762,2
3676,"412b0e6652aa497ab9925526c98510f1",NA,3.31,NA,78,NA,118,20170425,NA,9762,2
3677,"412b0e6652aa497ab9925526c98510f1",NA,1.4,NA,162,NA,118,20170425,NA,9762,2
3678,"412b0e6652aa497ab9925526c98510f1",NA,2.6,NA,234,NA,118,20170425,NA,9762,2
3679,"412b0e6652aa497ab9925526c98510f1",NA,1.01,NA,282,NA,118,20170425,NA,9762,2
3680,"412b0e6652aa497ab9925526c98510f1",NA,6.96,NA,576,NA,118,20170425,NA,9762,2
3681,"412b0e6652aa497ab9925526c98510f1",NA,1.22,NA,654,NA,118,20170425,NA,9762,2
3682,"413e24846bd646c28eeb46009df0834d",NA,1.9,NA,18,NA,118,20140829,NA,13338,3
3683,"413e24846bd646c28eeb46009df0834d",NA,0.47,NA,234,NA,118,20140829,NA,13338,3
3684,"413e24846bd646c28eeb46009df0834d",NA,2.71,NA,252,NA,118,20140829,NA,13338,3
3685,"413e24846bd646c28eeb46009df0834d",NA,0.26,NA,414,NA,118,20140829,NA,13338,3
3686,"413e24846bd646c28eeb46009df0834d",NA,0.57,NA,582,NA,118,20140829,NA,13338,3
3687,"4149aac56c0b4732b0329762e50772a2",NA,3.8,NA,222,NA,118,20180713,NA,6840,4
3688,"4149aac56c0b4732b0329762e50772a2",NA,1.18,NA,522,NA,118,20180713,NA,6840,4
3689,"4149aac56c0b4732b0329762e50772a2",NA,1.84,NA,558,NA,118,20180713,NA,6840,4
3690,"4149aac56c0b4732b0329762e50772a2",NA,0.58,NA,582,NA,118,20180713,NA,6840,4
3691,"4154541659f94da3a2e359cd419f8b33",NA,1.25,NA,30,NA,118,20160712,NA,9323,1
3692,"4154541659f94da3a2e359cd419f8b33",NA,1.56,NA,168,NA,118,20160712,NA,9323,1
3693,"4154541659f94da3a2e359cd419f8b33",NA,4.99,NA,198,NA,118,20160712,NA,9323,1
3694,"4154541659f94da3a2e359cd419f8b33",NA,0.56,NA,216,NA,118,20160712,NA,9323,1
3695,"4154541659f94da3a2e359cd419f8b33",NA,2.76,NA,246,NA,118,20160712,NA,9323,1
3696,"4154541659f94da3a2e359cd419f8b33",NA,0.05,NA,324,NA,118,20160712,NA,9323,1
3697,"4154541659f94da3a2e359cd419f8b33",NA,0.05,NA,420,NA,118,20160712,NA,9323,1
3698,"4154541659f94da3a2e359cd419f8b33",NA,0.74,NA,480,NA,118,20160712,NA,9323,1
3699,"4154541659f94da3a2e359cd419f8b33",NA,0.93,NA,540,NA,118,20160712,NA,9323,1
3700,"4154541659f94da3a2e359cd419f8b33",NA,4.9,NA,618,NA,118,20160712,NA,9323,1
3701,"4154541659f94da3a2e359cd419f8b33",NA,0.28,NA,636,NA,118,20160712,NA,9323,1
3702,"4154541659f94da3a2e359cd419f8b33",NA,0.48,NA,714,NA,118,20160712,NA,9323,1
3703,"416e2f362d2b413189449e062dc9a301",NA,0.62,NA,306,NA,118,20151121,NA,12848,3
3704,"416e2f362d2b413189449e062dc9a301",NA,2.17,NA,336,NA,118,20151121,NA,12848,3
3705,"416e2f362d2b413189449e062dc9a301",NA,2.51,NA,540,NA,118,20151121,NA,12848,3
3706,"41937f6173f443d3a5d5dfb5ad67746d",NA,1.01,NA,144,NA,118,20180219,NA,4594,4
3707,"41937f6173f443d3a5d5dfb5ad67746d",NA,0.8,NA,492,NA,118,20180219,NA,4594,4
3708,"41aaf597e9524875a1cdf4a2d9adfe00",NA,1.81,NA,12,NA,118,20170608,NA,1919,4
3709,"41aaf597e9524875a1cdf4a2d9adfe00",NA,3.29,NA,90,NA,118,20170608,NA,1919,4
3710,"41aaf597e9524875a1cdf4a2d9adfe00",NA,5.72,NA,252,NA,118,20170608,NA,1919,4
3711,"41aaf597e9524875a1cdf4a2d9adfe00",NA,1.28,NA,402,NA,118,20170608,NA,1919,4
3712,"41aaf597e9524875a1cdf4a2d9adfe00",NA,0.21,NA,450,NA,118,20170608,NA,1919,4
3713,"41b149b89f654dcbbd9906cec1037a37",NA,1.46,NA,108,NA,118,20151221,NA,6315,3
3714,"41b149b89f654dcbbd9906cec1037a37",NA,2.37,NA,516,NA,118,20151221,NA,6315,3
3715,"41b149b89f654dcbbd9906cec1037a37",NA,4.1,NA,528,NA,118,20151221,NA,6315,3
3716,"41b149b89f654dcbbd9906cec1037a37",NA,3.47,NA,540,NA,118,20151221,NA,6315,3
3717,"41b149b89f654dcbbd9906cec1037a37",NA,1.01,NA,564,NA,118,20151221,NA,6315,3
3718,"41f61457312a4186a7c3160e66f013e5",NA,2.2,NA,66,NA,118,20170627,NA,2008,4
3719,"41f61457312a4186a7c3160e66f013e5",NA,5.59,NA,150,NA,118,20170627,NA,2008,4
3720,"41f61457312a4186a7c3160e66f013e5",NA,5.39,NA,282,NA,118,20170627,NA,2008,4
3721,"41f61457312a4186a7c3160e66f013e5",NA,1.85,NA,366,NA,118,20170627,NA,2008,4
3722,"41f61457312a4186a7c3160e66f013e5",NA,1.08,NA,396,NA,118,20170627,NA,2008,4
3723,"41f61457312a4186a7c3160e66f013e5",NA,2.76,NA,468,NA,118,20170627,NA,2008,4
3724,"41f61457312a4186a7c3160e66f013e5",NA,0.54,NA,534,NA,118,20170627,NA,2008,4
3725,"41f61457312a4186a7c3160e66f013e5",NA,0.32,NA,546,NA,118,20170627,NA,2008,4
3726,"41f61457312a4186a7c3160e66f013e5",NA,2.06,NA,558,NA,118,20170627,NA,2008,4
3727,"41f61457312a4186a7c3160e66f013e5",NA,0.85,NA,594,NA,118,20170627,NA,2008,4
3728,"41f61457312a4186a7c3160e66f013e5",NA,0.37,NA,600,NA,118,20170627,NA,2008,4
3729,"41f61457312a4186a7c3160e66f013e5",NA,0.94,NA,618,NA,118,20170627,NA,2008,4
3730,"41f61457312a4186a7c3160e66f013e5",NA,2.16,NA,630,NA,118,20170627,NA,2008,4
3731,"41f9e7e0d8c644bb8b3f9c3a8699dc53",NA,2.39,NA,78,NA,118,20170607,NA,176,4
